number,name,office,position,uuid,Декларант/активи у дорогоцінних (банківських) металах/UAH,Декларант/активи у дорогоцінних (банківських) металах/USD,Декларант/внески до кредитних спілок та інших небанківських фінансових установ/UAH,Декларант/внески до кредитних спілок та інших небанківських фінансових установ/USD,Декларант/готівкові кошти/BGN,Декларант/готівкові кошти/CAD,Декларант/готівкові кошти/CHF,Декларант/готівкові кошти/CNY,Декларант/готівкові кошти/EUR,Декларант/готівкові кошти/GBP,Декларант/готівкові кошти/GEL,Декларант/готівкові кошти/HKD,Декларант/готівкові кошти/HUF,Декларант/готівкові кошти/JPY,Декларант/готівкові кошти/NOK,Декларант/готівкові кошти/PLN,Декларант/готівкові кошти/QAR,Декларант/готівкові кошти/RUB,Декларант/готівкові кошти/SAR,Декларант/готівкові кошти/UAH,Декларант/готівкові кошти/USD,"Декларант/кошти, позичені третім особам/EUR","Декларант/кошти, позичені третім особам/GBP","Декларант/кошти, позичені третім особам/UAH","Декларант/кошти, позичені третім особам/USD","Декларант/кошти, розміщені на банківських рахунках/CAD","Декларант/кошти, розміщені на банківських рахунках/CHF","Декларант/кошти, розміщені на банківських рахунках/DKK","Декларант/кошти, розміщені на банківських рахунках/EUR","Декларант/кошти, розміщені на банківських рахунках/GBP","Декларант/кошти, розміщені на банківських рахунках/GEL","Декларант/кошти, розміщені на банківських рахунках/RUB","Декларант/кошти, розміщені на банківських рахунках/UAH","Декларант/кошти, розміщені на банківських рахунках/USD",Декларант/інше/EUR,Декларант/інше/RUB,Декларант/інше/UAH,Декларант/інше/USD,Родина/активи у дорогоцінних (банківських) металах/UAH,Родина/активи у дорогоцінних (банківських) металах/USD,Родина/внески до кредитних спілок та інших небанківських фінансових установ/EUR,Родина/внески до кредитних спілок та інших небанківських фінансових установ/UAH,Родина/внески до кредитних спілок та інших небанківських фінансових установ/USD,Родина/готівкові кошти/CAD,Родина/готівкові кошти/CHF,Родина/готівкові кошти/EUR,Родина/готівкові кошти/GBP,Родина/готівкові кошти/HUF,Родина/готівкові кошти/NOK,Родина/готівкові кошти/PLN,Родина/готівкові кошти/RUB,Родина/готівкові кошти/UAH,Родина/готівкові кошти/USD,"Родина/кошти, позичені третім особам/EUR","Родина/кошти, позичені третім особам/UAH","Родина/кошти, позичені третім особам/USD","Родина/кошти, розміщені на банківських рахунках/CAD","Родина/кошти, розміщені на банківських рахунках/CHF","Родина/кошти, розміщені на банківських рахунках/EUR","Родина/кошти, розміщені на банківських рахунках/GBP","Родина/кошти, розміщені на банківських рахунках/RUB","Родина/кошти, розміщені на банківських рахунках/SEK","Родина/кошти, розміщені на банківських рахунках/UAH","Родина/кошти, розміщені на банківських рахунках/USD",Родина/інше/EUR,Родина/інше/RUB,Родина/інше/UAH,Родина/інше/USD
26488,Гарник Кирило Юрійович,Окружний адміністративний суд міста Києва,Суддя,d93fd747-2428-471f-bfc4-9ef2ceebe577,,,,,,,,,,,,,,,,,,,,,60000,,,,,,,,,,,,960272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26735,Патратій Олена Валеріївна,Окружний адміністративний суд міста Києва,суддя,8729f3c9-9172-4978-966d-3fa4fdf606cb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32435,Санін Богдан Володимирович,Окружний адміністративний суд міста Києва,суддя,5439b8d8-e228-4871-bf99-ce2783b0c381,,,,,,,,,5000,,,,,,,,,,,250000,40000,,,,50000,,,,,,,,687,,,,,,,,,,,,,,,,,,,,,,,,,,5798,,,,2855,70174,,,,
32804,Бояринцева Марина Анатоліївна,Окружний адміністративний суд міста Києва,суддя,13e663d6-4a49-49b0-864c-d659e859735e,,,,,,,,,,,,,,,,,,,,,7000,,,,,,,,,,,,,,,,8000,,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,
35479,Іщук Ігор Олександрович,Окружний адміністративний суд міста Києва,суддя,1a0d0286-87a2-4bb8-a060-6e74231dd4ae,,,,,,,,,5500,,,,,,,,,,,,72800,,,,,,,,,,,,49852,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,298197,,,,,
41028,Амельохін Віталій Вячеславович,Окружний адміністративний суд міста Києва,суддя,19a08ab2-ce52-4d52-8518-3805d0737d0e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,,,,,
42541,Балась Тетяна Павлівна,Окружний адміністративний суд міста Києва,суддя,a56366c7-2c01-4aa4-a40f-a33b4944f752,,,,,,,,,1500,,,,,,,,,,,,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46098,Каракашьян Сергій Костянтинович,Окружний адміністративний суд міста Києва,суддя,a79c4141-6eef-411e-9165-f75a67afa4b6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51112,Добрівська Наталія Анатоліївна,Окружний адміністративний суд міста Києва,суддя,e1a857f7-5ba7-4584-a283-221affed8da5,,,,,,,,,,,,,,,,,,,,,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56548,Донець Володимир Адольфович,Окружний адміністративний суд міста Києва,суддя,2d33f180-31ad-401d-bc18-64d27c6b1abc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58068,Пащенко Костянтин Сергійович,Окружний адміністративний суд міста Києва,суддя,0f834ebc-8a70-464f-bbd8-f18e868264e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82805,,,,,,,,,,,,,,,,,,,,21000,,,,,,,,,,,,,,,
58072,Кобилянський Костянтин Миколайович,Окружний адміністративний суд міста Києва,суддя,53eba903-15a8-44a6-81f5-3b2efdf438ae,,,,,,,,,5000,,,,,,,,,,,350000,30000,,,,,,,,,,,,,,,,,,,,,,,,,4500,,,,,,200000,20000,,,,,,,,,,,,,,,
66588,Григорович Павло Олександрович,Окружний адміністративний суд міста Києва,суддя,1fc30c07-8744-47ab-a2e8-ac5e57cc702e,,,,,,,,,,,,,,,,,,,,132000,4300,,,,,,,,,,,,,,,,,,,,,,,,,6200,,,,,,320000,18000,,,,,,,,,,180008,,,,,
71326,Нагорянський Сергій Іванович,Окружний адміністративний суд міста Києва,суддя,3117c3e9-58d3-49de-a393-7ef194cc6a87,,,,,,,,,,,,,,,,,,,,520000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73135,Маруліна Любов Олександрівна,Окружний адміністративний суд міста Києва,суддя,47a425ed-f873-474e-bed3-53dc99c72ac8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73584,Погрібніченко Ігор Миколайович,Окружний адміністративний суд міста Києва,суддя,b5af7541-0afc-40a6-96cc-bca36c900057,,,,,,,,,12000,,,,,,,,,,,,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76617,Скочок Тетяна Олександрівна,Окружний адміністративний суд міста Києва,суддя,d93c72c9-93d5-4831-a5ed-2bc3bdc8deb0,,,,,,,,,,,,,,,,,,,,,12000,,,,,,,,,,,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81368,Клочкова Наталія Вікторівна,Окружний адміністративний суд міста Києва,суддя,e18c2bbb-78af-4a28-b0ca-e1e6c3c9b9fc,,,,,,,,,4500,,,,,,,,,,,200000,20000,,,,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,350000,30000,,,,,,,,,,,,,,,
87733,Ковзель Петро Олегович,Окружний адміністративний суд міста Києва,суддя,d26bc8c9-0f5e-4709-b42d-64befa99df78,,,,,,,,,50000,,,,,,,,,,,,22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88279,Кузьменко Анна Ігорівна,окружний адміністративний суд міста Києва,суддя,24056bf0-25ec-42f0-a00a-8071ec90fec4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,,,,,,,,,,,,,,,,,,,,14000,,,,,,,,,,7583,,,,,
90691,Костенко Дмитро Анатолійович,Окружний адміністративний суд міста Києва,Суддя,34746d85-f43d-4c20-b08d-01ad5d968098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1271,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,
92160,Вєкуа Нана Гуриєлівна,Окружний адміністративний суд міста Києва,суддя,49276367-3f33-4b8d-b9e3-712608e98e84,,,,,,,,,,,,,,,,,,,,54000,,,,,,,,,3622,,,,2671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96144,Аверкова Вікторія Вікторівна,Окружний адміністративний суд міста Києва,Суддя,9a6cff56-e469-41c3-8ee3-8ff4246a1ccb,,,,,,,,,14500,,,,,,,,,,,280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380000,17800,,,,,,,,,,,932,,,,
99412,Головань Оксана Вікторівна,Окружний адміністративний суд міста Києва,суддя,ad51396a-6c55-4732-8bd2-8eadaa04f65c,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,48437,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101188,Данилишин Віктор Михайлович,окружний адміністративний суд міста Києва,суддя,0f154f1c-b87b-4157-961d-6bd240719d86,,,,,,,,,,,,,,,,,,,,230000,21500,,,,,,,,,,,,89118,,,,,,,,,,,,,,,,,,,,48000,,,,,,,,,,246733,,,,,
104436,Федорчук Андрій Богданович,Окружний адміністративний суд міста Києва,суддя,e054d378-8549-401d-b7c4-dd108307911f,,,,,,,,,,,,,,,,,,,,,52000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28537,Власенкова Олена Олександрівна,Окружний адміністративний суд міста Києва ,суддя,79615c9c-7f1c-4fb5-9a19-a32d58678585,,,,,,,,,,,,,,,,,,,,50000,,,,,,,,,,,,,52977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8575,,,,,
95300,Шрамко Юлія Теодорівна,Окружний адміністративний суд міста Києва ,суддя,98de2eea-1e86-4d88-b9d7-25360f30d701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55970,Смолій Ігор Володимирович,Окружний адміністративній суд міста Києва,суддя,1eca10f3-59ae-47f1-9c56-0accb6a99322,,,,,,,,,,,,,,,,,,,,75000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950000,17000,,,,,,,,,,,,,,,
21971,Микитенко Віталій Михайлович,Октябрський районний суд м. Полтава,суддя,3095f45e-3de4-433e-ba63-52c38fdd15b0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43811,Савченко Анатолій Григорович,Октябрський районний суд м. Полтави,суддя,757854b4-b1d1-44a1-a660-535f1cc8a4ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47387,Блажко Ірина Олексіївна,Октябрський районний суд м. Полтави,Суддя,f9242c7b-8a30-45ec-878b-fe62b2e4d98c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48360,Троцька Алла Іванівна,Октябрський районний суд м. Полтави,суддя,ef04cdb3-21e8-445c-87cf-360aff7caba9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49579,Тімошенко Наталія Володимирівна,Октябрський районний суд м. Полтави,суддя,c003d854-c1fb-4376-8d86-1b483b3b558b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72749,Гольник Лариса Владленівна,Октябрський районний суд м. Полтави,суддя,1f886505-1601-497a-bb3b-ff75714a605d,,,,,,,,,,,,,,,,,,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233090,,,,,
80798,Бугрій Володимир Михайлович,Октябрський районний суд м. Полтави,суддя,54d7d78f-0375-42f8-aa9e-c807eeb0d4dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,Січиокно Тетяна Олександрівна,Октябрський районний суд м.Полтави,суддя,4d4446bc-ee74-4179-a2c1-50aa2bd4924b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820,Чуванова Алла Михайлівна,Октябрський районний суд м.Полтави,суддя,de0acdd4-1023-402c-a897-8e3cb2aa5269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21321,Шевська Олена Іванівна,Октябрський районний суд м.Полтави,суддя,1b5d0ecb-2534-4826-a4eb-3c02d1c276ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25762,Кулешова Лариса Віталіївна,Октябрський районний суд м.Полтави,суддя,3f4949dd-b8b7-464e-b15f-2aa85d9347c6,,,,,,,,,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28481,Савченко Людмила Іванівна,Октябрський районний суд м.Полтави,суддя,228d287a-89a9-4f72-965c-e3fb1f4b8566,,,,,,,,,,,,,,,,,,,,70000,,,,,,,,,,,,,1360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Материнко Марина Олександрівна,Октябрський районний суд міста Полтави,суддя,5b3da234-c884-4078-a444-8075cc2133b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104437,Антонов Сергій Володимирович,Октябрський районний суд міста Полтави,суддя,256ae3bb-3d10-4dd9-a31b-ffa53fe8b91e,,,,,,,,,,,,,,,,,,,,,19300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,
29681,Стратович Олександр Володимирович,Олевський районний суд Житомирської області,Суддя,899feba5-99f7-480d-8bd0-162598e567c6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70591,Винар Любомир Вікторович,Олевський районний суд Житомирської області,суддя,afff64cb-842c-4368-b6bd-b3f3388b6a51,,,,,,,,,,,,,,,,,,,,948,10000,,,,,,,,,,,,52923,4790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84033,Волощук Віктор Васильович,Олевський районний суд Житомирської області,Суддя,2d67106b-948f-433e-941d-ef6911c906d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62804,Щербак Юлія Василівна,Олександрівський районний суд Донецької області,Суддя,e173d54c-437c-4f58-bca5-71b78bb7d061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93314,Попович Ігор Анатолійович,Олександрівський районний суд Донецької області,суддя,05c0ce40-9cbf-400a-aee9-5d07eff7e181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12329,Пляка Сергій Леонідович,Олександрівський районний суд Кіровоградської області,суддя,40d8f639-d4fc-4c2f-8d19-5ef12b474946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21689,Мирошниченко Дмитро Вадимович,Олександрівський районний суд Кіровоградської області,Суддя,67fe4a83-9009-4050-a74e-0db6241a873c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96783,Комлач Олена Федорівна,Олександрівський районний суд Кіровоградської області,Суддя,d33299f5-301e-4111-a1d9-fc0547d8a14c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41174,Отян Ольга Володимирівна,Олександрівський районний суд Кіровоградської області ,Суддя,ee68afdb-e0c8-4b6c-a6fe-b4eef233d4e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42926,Куковенков Сергій Володимирович,Олександрійський міськрайонний суд Кіровоградської області,Суддя,d4adeabc-7739-4173-a4cf-3a136d4716f0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86068,Бугайченко Тетяна Анатоліївна,Олександрійський міськрайонний суд Кіровоградської області,суддя,a2847eb6-1415-4540-aad9-96dfc34ce15c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75786,Нерода Людмила Миколаївна,Олександрійський міськрайонний суд Кіровоградської області ,Суддя,389282da-926a-4634-ace5-11b820cfa415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89284,Голосеніна Тетяна Василівна,Олександрійський міськрайонний суд Кіровоградської області ,суддя,1c4f54cc-9ca0-48a8-a59c-25007b0196fc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87782,Молчанов Віктор Андрійович,Олексндрівський районний суд Донецької області,Суддя,75fb2223-a5b5-44a7-abf6-295524aab83c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50342,Лях Марина Миколаївна,Онуфріївський районний суд Кіровоградської області,Суддя,623670dd-6c80-4585-98dc-9df31d75bd6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60992,Шуліка Олександра Олександрівна,Онуфріївський районний суд Кіровоградської області ,суддя,c6cf9f29-9771-4cf0-9b6e-362244089f81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,
5595,Гукова Руслана Михайлівна,Орджонікідзевський міський суд,суддя,6e46721d-d8ad-428d-9261-43ffb90ff4b9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69291,Малашина Юлія Богданівна,Орджонікідзевський міський суд Дніпропетровської області,суддя,405af618-05be-45c2-afb7-e14d0a4ce8d6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89438,Коваль Андрій Миколайович,Орджонікідзевський міський суд Дніпропетровської області,суддя,60a2e149-cc9f-4288-a284-717447b900e2,,,,,,,,,,,,,,,,,,,,220000,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14606,Гноєвой Сергій Сергійович,Орджонікідзевський районий суд міста Маріуполя,суддя,b6576860-7d84-4211-868f-76b13e390563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505,Макаров Віталій Олександрович,Орджонікідзевський районний суд м. Запоріжжя,суддя,81a39483-f3c7-4fec-b6d0-ffc3ada61579,,,,,,,,,,,,,,,,,,,,120000,3000,,,,,,,,,,,,70267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11934,Геєць Юлія Вікторівна,Орджонікідзевський районний суд м. Запоріжжя,суддя,ed3b30c4-d652-4606-b484-6e92fd59e00d,,,,,,,,,,,,,,,,,,,,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36549,Гашук Катерина Володимирівна,Орджонікідзевський районний суд м. Запоріжжя,Суддя,181ace52-b2a7-4b8c-be1a-5eeacb48ea53,,,,,,,,,,,,,,,,,,,,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40037,Крамаренко Інна Анатоліївна,Орджонікідзевський районний суд м. Запоріжжя,Суддя,f794a7e0-2656-43da-9a1d-c0a6aa8c95b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73635,Воробйов Андрій Володимирович,Орджонікідзевський районний суд м. Запоріжжя,суддя,02b27da1-68ea-4a52-8100-3d6abcd486eb,,,,,,,,,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80000,,,,,,,,,,,,,,,,
91097,Шалагінова Анастасія Володимирівна,Орджонікідзевський районний суд м. Запоріжжя,суддя,7e1c68a3-3511-4775-a4eb-88caf1138853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12919,Костромітіна Оксана Олександрівна,"Орджонікідзевський районний суд м. Маріуполя, Донецької області",суддя,faabd2da-230e-459e-ad1a-19de38558ae4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32951,Ізмайлов Ільдар Камільович,Орджонікідзевський районний суд м. Харкова,суддя,2ffb90be-5a5d-469d-b8fb-fb91f2d99de6,,,,,,,,,,,,,,,,,,,,190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000,14000,,,,,,,,,,,,,,,
40150,Лігус Світлана Миколаївна,Орджонікідзевський районний суд м. Харкова,суддя,ca0d5c8a-c8c7-46e8-a483-e2025f414efd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47386,Шевченко Сергій Володимирович,Орджонікідзевський районний суд м. Харкова,суддя,6be57b38-44ab-492b-a442-0b68122ff217,,,,,,,,,,,,,,,,,,,,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,
92215,Попова Вікторія Олександрівна,Орджонікідзевський районний суд м. Харкова,суддя,424ae480-07ee-449b-bdd5-d08c5c3c252d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64982,Горчакова Ольга Іванівна,Орджонікідзевський районний суд м. Харкова ,суддя,2ed2c7bb-484d-41a4-8e52-d10d6029acea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57848,Рибалко Наталя Іванівна,Орджонікідзевський районний суд м.Запоріжжя,суддя,55feb246-1072-410c-a71d-1dced9d406ca,,,,,,,,,4000,,,,,,,,,,,125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Глібко Олена Василівна,Орджонікідзевський районний суд м.Харкова,суддя,b04215c7-4ecb-4d8a-a310-0488bdb942ea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17200,,,,,
1171,Бабенко Юрій Петрович,Орджонікідзевський районний суд м.Харкова,суддя,ef630e5e-09fa-4aa5-b074-d14c7c47d1c6,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19669,Саркісян Олена Анатоліївна,Орджонікідзевський районний суд м.Харкова,суддя,4092fa22-5eeb-4005-923e-a105b5584539,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64601,Зяброва Оксана Геннадіївна,Орджонікідзевський районний суд м.Харкова,суддя,868d298a-1757-47c4-82da-54a7f7b8a204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43046,Бойко Олександр Юрійович,Орджонікідзевський районний суд міста Запоріжжя,суддя,6388e8f5-0352-4554-af18-04583e22f139,,,,,,,,,,,,,,,,,,,,777000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,
43495,Кравченко Лідія Юріївна,Орджонікідзевський районний суд міста Запоріжжя,суддя,742ee90a-949a-4038-89b8-3a0e39634717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490000,,,,,,,,,,,,,,,,
96221,Соболєва Інеса Петрівна,Орджонікідзевський районний суд міста Запоріжжя,суддя,71ff594e-a0bf-45eb-b484-79b1d272574b,,,,,,,,,,,,,,,,,,,,20000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13996,Міхєєва Інна Миколаївна,Орджонікідзевський районний суд міста Маріуполя ,суддя,ad1dfcad-ecf8-498e-865f-84a7004bbbe8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,Шиян Вікторія Володимирівна,Орджонікідзевський районний суд міста Маріуполя Донецької області,суддя,1e08fec7-c19a-4aec-bbe7-368f72732e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16797,Щербіна Артем Валентинович,Орджонікідзевський районний суд міста Маріуполя Донецької області,суддя,bce389b2-52b5-4cde-bef4-8d42e60bf5e5,,,,,,,,,,,,,,,,,,,,,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37042,Козлов Дмитро Олександрович,Орджонікідзевський районний суд міста Маріуполя Донецької області,суддя,0cc28d41-d12d-4b97-94a3-901e564df3e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76631,Міхєєва Інна Миколаївна,Орджонікідзевський районний суд міста Маріуполя Донецької області,суддя,eb1290cf-d12c-4536-a6c3-60211d38a9d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,,,,,,
100964,Вайновський Артур Миколайович,Орджонікідзевський районний суд міста Маріуполя Донецької області,Суддя,382eefc3-0529-4352-b6e0-d04860a77ab1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34917,Копилова Лариса Вікторівна,Орджонікідзевський районний суд міста Маріуполя Донецької області ,суддя,5ad835e4-74b2-4210-a5cf-254066f7c3ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
