number,name,office,position,uuid,Декларант/активи у дорогоцінних (банківських) металах/UAH,Декларант/активи у дорогоцінних (банківських) металах/USD,Декларант/внески до кредитних спілок та інших небанківських фінансових установ/UAH,Декларант/внески до кредитних спілок та інших небанківських фінансових установ/USD,Декларант/готівкові кошти/BGN,Декларант/готівкові кошти/CAD,Декларант/готівкові кошти/CHF,Декларант/готівкові кошти/CNY,Декларант/готівкові кошти/EUR,Декларант/готівкові кошти/GBP,Декларант/готівкові кошти/GEL,Декларант/готівкові кошти/HKD,Декларант/готівкові кошти/HUF,Декларант/готівкові кошти/JPY,Декларант/готівкові кошти/NOK,Декларант/готівкові кошти/PLN,Декларант/готівкові кошти/QAR,Декларант/готівкові кошти/RUB,Декларант/готівкові кошти/SAR,Декларант/готівкові кошти/UAH,Декларант/готівкові кошти/USD,"Декларант/кошти, позичені третім особам/EUR","Декларант/кошти, позичені третім особам/GBP","Декларант/кошти, позичені третім особам/UAH","Декларант/кошти, позичені третім особам/USD","Декларант/кошти, розміщені на банківських рахунках/CAD","Декларант/кошти, розміщені на банківських рахунках/CHF","Декларант/кошти, розміщені на банківських рахунках/DKK","Декларант/кошти, розміщені на банківських рахунках/EUR","Декларант/кошти, розміщені на банківських рахунках/GBP","Декларант/кошти, розміщені на банківських рахунках/GEL","Декларант/кошти, розміщені на банківських рахунках/RUB","Декларант/кошти, розміщені на банківських рахунках/UAH","Декларант/кошти, розміщені на банківських рахунках/USD",Декларант/інше/EUR,Декларант/інше/RUB,Декларант/інше/UAH,Декларант/інше/USD,Родина/активи у дорогоцінних (банківських) металах/UAH,Родина/активи у дорогоцінних (банківських) металах/USD,Родина/внески до кредитних спілок та інших небанківських фінансових установ/EUR,Родина/внески до кредитних спілок та інших небанківських фінансових установ/UAH,Родина/внески до кредитних спілок та інших небанківських фінансових установ/USD,Родина/готівкові кошти/CAD,Родина/готівкові кошти/CHF,Родина/готівкові кошти/EUR,Родина/готівкові кошти/GBP,Родина/готівкові кошти/HUF,Родина/готівкові кошти/NOK,Родина/готівкові кошти/PLN,Родина/готівкові кошти/RUB,Родина/готівкові кошти/UAH,Родина/готівкові кошти/USD,"Родина/кошти, позичені третім особам/EUR","Родина/кошти, позичені третім особам/UAH","Родина/кошти, позичені третім особам/USD","Родина/кошти, розміщені на банківських рахунках/CAD","Родина/кошти, розміщені на банківських рахунках/CHF","Родина/кошти, розміщені на банківських рахунках/EUR","Родина/кошти, розміщені на банківських рахунках/GBP","Родина/кошти, розміщені на банківських рахунках/RUB","Родина/кошти, розміщені на банківських рахунках/SEK","Родина/кошти, розміщені на банківських рахунках/UAH","Родина/кошти, розміщені на банківських рахунках/USD",Родина/інше/EUR,Родина/інше/RUB,Родина/інше/UAH,Родина/інше/USD
261,ЛУКАЩУК МАРИНА ВІКТОРІВНА,Прокуратура Миколаївської області,Прокурор відділу ювенальної юстиції,4e877f07-0691-4807-a165-1d819a9a7535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4362,Мамаєва Єлизавета Михайлівна,прокуратура Дніпропетровської області,прокурор відділу ювенальної юстиції,c9105e7a-80fc-44e9-b844-fb0de2a0e303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4452,Качур Сергій Вікторович,Прокуратура Дніпропетровської області ,Прокурор відділу ювенальної юстиції,59317d11-b801-417a-b8ab-a98b575ea73b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7389,Левченя Геннадій Михайлович,прокуратура Харківської області,прокурор відділу ювенальної юстиції,5c7ce255-5b35-4000-90d9-1693a0bba610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8969,Пундор Ірина Йосипівна,прокуратура Львівської області,прокурор відділу ювенальної юстиції,530d27a8-eb68-4ddf-bfc0-fef744a5459c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9502,Степанюк Олена Петрівна,прокуратура Вінницької області,прокурор відділу ювенальної юстиції,06f44b5a-b613-45ff-8c8f-f4d875ed256d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10572,Вінніков Олександр Анатолійович,прокуратура Сумської області,прокурор відділу ювенальної юстиції,385a8289-1587-4b42-a0c2-11352e4398fc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13045,Дробот Інна Леонідівна,Прокуратура Черкаської області,прокурор відділу ювенальної юстиції,95506b0e-4819-489d-af6f-13fc75ea7f81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14301,Кучер Людмила Петрівна,прокуратура Житомирської області,прокурор відділу ювенальної юстиції,89cb38b6-d4d1-4fd7-8a87-d67cebcd9c60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19058,Вороновська Олена Вікторівна,прокуратура Дніпропетровської області,прокурор відділу ювенальної юстиції,721177e6-f308-4def-9df3-a59fabb115e5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19539,Голубнича Оксана Олександрівна,Прокуратура Донецької області,прокурор відділу ювенальної юстиції,b3f6dde2-7b96-482b-b03e-9d16892c4daf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,,,,,
23043,Крупко Сергій Володимирович,Прокуратура Чернігівської області,прокурор відділу ювенальної юстиції,ceca05b9-743b-400d-9788-c341e59166e8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23763,Кірющенко Алла Вікторівна,прокуратура Одеської області,прокурор відділу ювенальної юстиції,83d8a02c-5fd8-49ec-9381-a9ed10eb138c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27702,Замковий Євген Михайлович,Прокуратра Одеської області,Прокурор відділу ювенальної юстиції,bdd7b4dc-fd6b-4634-be89-379993722302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27994,Найдьонов Олександр Олександрович,Прокуратура Херсонської області,Прокурор відділу ювенальної юстиції,0b18ee52-25f3-4c47-9834-62ed4aea8100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30015,Євсік Володимир Анатолійович,Прокуратура Полтавської області,прокурор відділу ювенальної юстиції,919ee59b-89f1-468d-8ad2-16a692404547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32910,Федотова Олена Петрівна,Прокуратура Дніпропетровської області,прокурор відділу ювенальної юстиції,652b8178-4125-43e2-a879-5686ec256dbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33292,Бистрицька Ірина Вікторівна,прокуратура Рівненської області,прокурор відділу ювенальної юстиції,93ec0e20-5e51-46b4-b983-a1b21be646da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34886,Ковальчук Мар'яна Олександрівна,Прокуратура Тернопільської області,прокурор відділу ювенальної юстиції,0159d280-30c8-48c9-812e-f50511302678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36592,Гарапко Тетяна Федорівна,прокуратура Закарпатської області,прокурор відділу ювенальної юстиції,2a338d91-30a1-427c-83e9-09a08e53c765,,,,,,,,,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75000,,,,,,,,,,,,,,,,
40451,Герзанич Олена Михайлівна,Прокуратура Закарпатської області,прокурор відділу ювенальної юстиції,b9c34721-c709-4a68-8473-e6c84490edeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41371,Залозний Сергій Олександрович,прокуратура Чернігівської області,прокурор відділу ювенальної юстиції,067e2a8a-bd93-491a-99b7-7bf002fdbc3b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44946,Ващишина Ірина Вікторівна,Прокуратура Рівненської області,Прокурор відділу ювенальної юстиції,83916a60-e465-4dfd-8dfc-1b3770993317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45746,Боса Ірина Володимирівна,прокуратура міста Києва,прокурор відділу ювенальної юстиції,a2574bb7-af00-4104-9ce3-6a4adc88d9fb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47278,Шумко Тетяна Володимирівна,прокуратура Одеської області,прокурор відділу ювенальної юстиції,e49398db-6243-4fd3-a3c0-1b8198c24fd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51519,ПОКЛАД КАТЕРИНА ВЛАДИСЛАВІВНА,Прокуратура Харківської області,Прокурор відділу ювенальної юстиції,784aa7bf-d303-4911-86f3-d266f4644346,,,,,,,,,,,,,,,,,,,,,25300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53074,Соболь Тамара Вікторівна,прокуратура Полтавської області,прокурор відділу ювенальної юстиції,353cc6bf-f355-4197-9128-e0a65b2e3812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55636,Синюк Інна Анатоліївна,Прокуратура міста Києва,прокурор відділу ювенальної юстиції,f4645237-b295-4db5-b1a1-5494ed204f6e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56080,Чапланов Анатолій Васильович,Прокуратура Донецької області ,прокурор відділу ювенальної юстиції,ea9d3a30-5335-44b8-a175-936a066a516f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57299,Лісовський Болеслав Феліксович,Прокуратура Київської області,прокурор відділу ювенальної юстиції,a46ae4bb-147d-4238-996b-17045956682d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57766,Дем'як Наталія Володимирівна,Прокуратура Тернопільської області,Прокурор відділу ювенальної юстиції,3f3a8c11-7e87-4163-b0f3-df44887b5a1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59278,Козуб Ксенія Олександрівна,прокуратура міста Києва,прокурор відділу ювенальної юстиції,e034934f-e0a0-4c97-88ec-9e8cc56aa026,,,,,,,,,,,,,,,,,,,,138000,13500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15700,2400,,3000,,,,,,,,,,,,
60144,Кудіна Тетяна Анатоліївна,прокуратура Луганської області,прокурор відділу ювенальної юстиції,74aeb606-3566-486e-a127-707efd97f42e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64198,Шевченко Володимир Олегович,прокуратура Харківської області,прокурор відділу ювенальної юстиції,d58b251b-07a6-4417-845f-7a6c144d6b10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66370,Король Тетяна Олександрівна,Прокуратура Чернівецької області,Прокурор відділу ювенальної юстиції,5c576fe6-ed33-45da-b43c-7ba632f5bc2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66827,Воробєй Лілія Василівна,Прокуратура Сумської області,Прокурор відділу ювенальної юстиції,d8ac76b5-bc22-4ce6-85e9-2dccd0c9d47e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68504,Вацьківська Інна Василівна,Прокуратура міста Києва,Прокурор відділу ювенальної юстиції,60f50dc2-6699-43ab-885b-672d17ac9e29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68839,Гнатенко Наталія Яковлівна,прокуратура Луганської області,прокурор відділу ювенальної юстиції,4f996a6f-bcf8-4111-b577-41c50e132bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70402,Ігнатов Роман Григорович,прокуратура Вінницької області,прокурор відділу ювенальної юстиції,4b33b4bf-548d-4e49-94eb-e8bafb729c58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71140,Полякова Світлана Олександрівна,Прокуратура Харківської області,прокурор відділу ювенальної юстиції,a0af08e4-6878-43b6-a0ea-ac2b8b3bb1d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75004,Комісар Олег Олексійович,Прокуратура Харківської області,прокурор відділу ювенальної юстиції,6513f70e-9ea9-4e02-a3f7-3d92955b6747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79436,Туча Світлана Анатоліївна,Прокуратура Дніпропетровської області,прокурор відділу ювенальної юстиції,9f68dc71-715c-4b0a-902c-c5ca21cf6ef4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81329,Дмитрієнко Ірина Олександрівна,прокуратура Миколаївської області,прокурор відділу ювенальної юстиції,57dd0ed0-bf6e-4083-b66c-b561132e5338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81369,Нестеренко Євгенія Ігорівна,Прокуратура Київської області,прокурор відділу ювенальної юстиції,577f6d10-ab6f-4a32-b17d-68c661c73e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82719,Савченко Сергій Володимирович,прокуратура Донецької області,прокурор відділу ювенальної юстиції,7f400a2c-eb5e-49b2-ae2e-1ceb2c9d5c14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83281,Бевз Олексій Володимирович,Прокуратура Донецької області,прокурор відділу ювенальної юстиції,4d6f53da-65e4-4180-9fc2-d55d09b0a696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86193,Кутинська Наталія Ярославівна,Прокуратура Івано-Франківської області,прокурор відділу ювенальної юстиції,9d6aba93-2e64-4ff9-b675-9d720522e460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86242,Тихонова Олена Миколаївна,Прокуратура Сумської області,Прокурор відділу ювенальної юстиції,9b32c664-01c5-4e91-a340-9b7c8e0cd8d2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93685,Білоконь Ігор Андрійович,Прокуратура Кіровоградської області,Прокурор відділу ювенальної юстиції,6582db38-dd35-4052-a043-e4413060d6ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96832,Гудзь Галина Володимирівна,прокуратура Чернівецької області,прокурор відділу ювенальної юстиції,63939958-b3b6-4fd0-a6a6-0cbb1dc2f26c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98170,Балабуха Василина Євгенівна,Прокуратура Запорізької області,прокурор відділу ювенальної юстиції,114da5fe-6db9-4f4e-891d-bbde7494a946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101627,Скрипник Олеся Михайлівна,Прокуратура Запорізькоі області,Прокурор відділу ювенальної юстиції,1b4ce4cd-8cea-4bf0-b62d-c03b942225d3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102229,Татаренко Галина Григорівна,Прокуратура міста Києва,прокурор відділу ювенальної юстиції,dd096ad2-1236-416e-9c2b-fd816d516174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104887,Маруєва Тетяна Володимирівна,прокуратура Запорізької області ,прокурор відділу ювенальної юстиції,4cfd1f11-9d55-41e6-bf73-bc27b06f90d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6316,Рішко Артем Васильович,прокуратура Волинської області ,прокурор відділу ювенальної юстиції ,3601757f-358e-49df-9cb4-c1b54bfdc88d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75000,,,,,,,,,,,,,,,,
27560,Шустова Віра Анатоліївна,прокуратура Дніпропетровської області ,прокурор відділу ювенальної юстиції ,ef10de31-0b20-4a78-ac56-bf53d71b4faf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32497,Пислар Сергій Миколайович,прокуратура Одеської області,прокурор відділу ювенальної юстиції ,8e901411-9ff1-4c98-814d-4949d8ff373e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43597,Васильєва Ірина Михайлівна,прокуратура Хмельницької області ,прокурор відділу ювенальної юстиції ,a617a39b-65cb-43f6-8026-f42ff15975bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50372,Федоровський Леонід Ігорович,прокуратура Донецької області ,прокурор відділу ювенальної юстиції ,a3982372-ba0c-4f58-a251-92d51da293f4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83036,Великодна Катерина Володимирівна,Прокуратура Харківської області ,прокурор відділу ювенальної юстиції ,2d4a00f7-865c-4cf8-883a-179019cb89ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94141,Ясир Євгенія Миколаївна,Прокуратура Київської області,Прокурор відділу ювенальної юстиції ,2aee42b5-3e0c-4f1b-bfa6-fa38bb710a85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92574,Жадан Ольга Олександрівна,Прокуратура Вінницької області,прокурор відділу ювенальної юстиції прокуратури Вінницької області,e8c2725e-4611-4ef1-8358-687e9cd04bcc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75571,Гаркава Марина Іванівна,прокуратура Дніпропетровської області,прокурор відділу ювенальної юстиції прокуратури Дніпропетровської області,6a9a658d-c1be-4534-8cbe-965700334ecb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85381,Караваєв Дмитро Володимирович,прокуратура Дніпропетровської області,прокурор відділу ювенальної юстиції прокуратури Дніпропетровської області,8c3d027b-209e-47f8-b232-250a5be46b97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55144,Ремез Олексій Олександрович,прокуратура Запорізької області,прокурор відділу ювенальної юстиції прокуратури Запорізької області,12d90324-ade7-4b03-b864-46c176b59ba0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89882,Максименко Віталій Вікторович,Прокуратура Запорізької області,прокурор відділу ювенальної юстиції прокуратури Запорізької області ,26152cb4-e605-45c2-8b95-dcdcbee3625b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80814,Сапожникова Юлія Олександрівна,Ппрокуратура Івано-Франківської області,прокурор відділу ювенальної юстиції прокуратури Івано-Франківської області,c2b1b321-72db-4bd2-8f2f-3fb1b4bb4875,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72115,Безденежна Анна Володимирівна,Прокуратура Луганської області,Прокурор відділу ювенальної юстиції прокуратури Луганської області,c8769483-0fac-4b7a-b928-71e55f4ebf7f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55063,Онуфрієва Юлія Володимирівна,Прокуратура м.Києва,Прокурор відділу ювенальноі юстиції прокуратури м. Києва,7574926e-cdd7-439c-9e54-8d3a16cbece0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40737,Вітер Толіна Анатоліївна,прокуратура міста Києва,прокурор відділу ювенальної юстиції прокуратури м. Києва,8c24dc22-38f4-4a6a-bdd2-666c27de0e67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31387,Вітер Толіна Анатоліївна,прокуратура міста Києва,прокурор відділу ювенальної юстиції прокуратури міста Києва,8032c1f4-04ed-4a14-a69f-8822901097ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63156,Мамушкіна Альона Ігорівна,Прокуратруа міста Києва,прокурор відділу ювенальної юстиції прокуратури міста Києва,68006752-3233-41d4-b374-76d576504989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186023,,,,,,,,,,,,,,,,
100539,Єкімов Микола Сергійович,Прокуратура Херсонської області,прокурор відділу ювенальної юстиції прокуратури області,95d0a6f2-a158-47d2-aaff-07486690b73b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31979,Янєв Вадим Іванович,Прокуратура Одеської області,Прокурор відділу ювенальної юстиції прокуратури Одеської області,1bf19c06-a813-4f6d-b2a2-ffc2d3fc48da,,,,,,,,,,,,,,,,,,,,,9700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83623,Чернишова Ія Євгенівна,прокуратура Одеської області,прокурор відділу ювенальної юстиції прокуратури Одеської області,caa383c6-ea85-4fbe-810a-53f216c45c46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7645,Фігель Ольга Тадеївна,Прокуратура Тернопільської області ,прокурор відділу ювенальної юстиції прокуратури Тернопльської області,34e9c331-d267-453c-81ac-3beedb4a058f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68444,Захарова Наталія Олександрівна,Прокуратура Харківської області,Прокурор відділу ювенальної юстиції прокуратури Харківської області,bf7ce3d1-ed72-4eab-916f-b1126569b5ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15868,Коваленко Тетяна Олександрівна,Прокуратура Херсонської області,прокурор відділу ювенальної юстиції прокуратури Херсонської області,e6223959-18d6-4e8d-ad60-a2e6b041b44f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69450,Бутар Віталіна Сергіївна,прокуратура Черкаської області,прокурор відділу ювенальної юстиції прокуратури Черкаської області,ea37fbb9-b0e3-493e-b57c-1f579db6875f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37375,Швець Ірина Валеріївна,прокуратура Черкаської області,прокурор відділу ювенальної юстиції прокуратури Черкаської області ,8568e39a-dbef-414f-b841-87103831a2f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15400,,,,,
88324,Чепурна Олександра Володимирівна,Прокуратура міста Києва,Прокурор віддлу,022a90ac-95a0-4e97-9ee5-594c06c19642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120000,,,,,,,,,,,,,,,,
78128,Лукін Ілля Леонідович,Прокуратура Миколаївської області,Прокурор віддлу представництва інтересів громадянина або держави в суді та при виконані судових рішень прокуратури Миколаївської області,9a48c114-b765-4115-a120-b16d4d2a2c00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59270,Лобушко Ірина Миколаївна,прокуратура Сумської області ,прокурор віддулу організаціїного та правового забезпечення ,9df1bc01-e496-4916-9de0-ce351e21a2f3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19212,Лобода Наталія Михайлівна,прокуратура Дніпропетровської області ,прокурор відіділу роботи з кадрами прокуратури області ,8d376446-e91d-42cd-a30b-f2c77649f513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40007,5007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46870,Бекіров Руслан Зеврійович,Військова прокуратура сил атитерористичної операції,Прокурор відідлу,fb012633-f33b-44cd-90a0-93ab83f2455e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
